key,en,fr,es,de
ui.help.chartCaption,Attacking type (rows) against defending type (columns).,Type attaquant (lignes) contre type défenseur (colonnes).,Tipo atacante (filas) contra tipo defensor (columnas).,Angreifender Typ (Zeilen) gegen verteidigenden Typ (Spalten).
ui.help.atkDef,ATK ↓ DEF →,ATT ↓ DÉF →,ATQ ↓ DEF →,ANG ↓ VER →
ui.help.cellTitle,{attacker} → {defender}: {words},{attacker} → {defender} : {words},{attacker} → {defender}: {words},{attacker} → {defender}: {words}
ui.help.cellSr,{attacker} on {defender}: {words},{attacker} sur {defender} : {words},{attacker} sobre {defender}: {words},{attacker} auf {defender}: {words}
ui.help.pickType,Pick a type,Choisis un type,Elige un tipo,Wähle einen Typ
ui.help.hitHard,{type} dice hit hard (×2) on,Les dés {type} frappent fort (×2) sur,Los dados {type} golpean fuerte (×2) a,{type}-Würfel treffen hart (×2) auf
ui.help.weakOn,{type} dice are weak (×½) on,Les dés {type} sont faibles (×½) sur,Los dados {type} son débiles (×½) contra,{type}-Würfel sind schwach (×½) gegen
ui.help.nothingTo,{type} dice do nothing to,Les dés {type} ne font rien à,Los dados {type} no hacen nada a,{type}-Würfel bewirken nichts gegen
ui.help.takeDouble,{type} Pokémon take ×2 from,Les Pokémon {type} subissent ×2 de,Los Pokémon {type} reciben ×2 de,{type}-Pokémon nehmen ×2 von
ui.help.resist,{type} Pokémon resist,Les Pokémon {type} résistent à,Los Pokémon {type} resisten,{type}-Pokémon widerstehen
ui.help.navGoal,The goal,Le but,El objetivo,Das Ziel
ui.help.navExplore,Exploring,Exploration,Exploración,Erkunden
ui.help.navBattle,Battles,Combats,Combates,Kämpfe
ui.help.navDamage,Damage,Dégâts,Daño,Schaden
ui.help.navCombos,Combos,Combos,Combos,Combos
ui.help.navStatus,Status faces,Faces de statut,Caras de estado,Status-Seiten
ui.help.navTypes,Type chart,Table des types,Tabla de tipos,Typentabelle
ui.help.navGrow,Getting stronger,Devenir plus fort,Hacerse más fuerte,Stärker werden
ui.help.goalBody,"Travel across Kanto one area at a time. Catch Pokémon, beat the 8 Gym Leaders, the Elite Four and the Champion, then find the secret areas and fill the Pokédex: all 151.","Traverse Kanto zone après zone. Capture des Pokémon, bats les 8 Champions d'Arène, le Conseil 4 et le Maître, puis trouve les zones secrètes et complète le Pokédex : les 151.","Recorre Kanto zona a zona. Captura Pokémon, vence a los 8 Líderes de Gimnasio, al Alto Mando y al Campeón, y luego encuentra las zonas secretas y completa la Pokédex: los 151.","Durchquere Kanto Gebiet für Gebiet. Fange Pokémon, besiege die 8 Arenaleiter, die Top Vier und den Champ, finde dann die geheimen Gebiete und fülle den Pokédex: alle 151."
ui.help.explore1,"Encounters are dealt from each area's shuffled deck. Going through the whole deck is a round, and each area asks for a number of rounds (ROUNDS 1/2 on the area screen).","Les rencontres sont tirées du paquet mélangé de chaque zone. Parcourir tout le paquet fait une manche, et chaque zone en demande un certain nombre (MANCHES 1/2 sur l'écran de zone).","Los encuentros se reparten desde la baraja barajada de cada zona. Recorrer toda la baraja es una ronda, y cada zona pide un número de rondas (RONDAS 1/2 en la pantalla de zona).","Begegnungen werden aus dem gemischten Deck jedes Gebiets gezogen. Das ganze Deck durchzuspielen ist eine Runde, und jedes Gebiet verlangt eine Anzahl Runden (RUNDEN 1/2 im Gebietsbildschirm)."
ui.help.explore2,"Once every round is done, CHALLENGE the area's Gym Leader (or legendary) whenever you're ready — or keep exploring first: finished rounds stay finished. Win to open the next area.","Une fois toutes les manches faites, DÉFIE le Champion d'Arène de la zone (ou le légendaire) quand tu veux — ou continue d'explorer : les manches terminées le restent. Gagne pour ouvrir la zone suivante.","Cuando acabes todas las rondas, DESAFÍA al Líder de Gimnasio de la zona (o al legendario) cuando quieras, o sigue explorando: las rondas completadas siguen completadas. Gana para abrir la siguiente zona.","Sind alle Runden geschafft, FORDERE den Arenaleiter des Gebiets (oder das Legendäre) heraus, wann du willst — oder erkunde erst weiter: Geschaffte Runden bleiben geschafft. Gewinne, um das nächste Gebiet zu öffnen."
ui.help.explore3,"You see every encounter before it starts: FIGHT it, FLEE a wild Pokémon, or AVOID an ordinary trainer. Once a battle starts, only wild Pokémon can be run from.","Tu vois chaque rencontre avant qu'elle commence : COMBATTRE, FUIR un Pokémon sauvage, ou ÉVITER un Dresseur ordinaire. Une fois le combat lancé, on ne peut fuir que les Pokémon sauvages.","Ves cada encuentro antes de que empiece: LUCHAR, HUIR de un Pokémon salvaje o EVITAR a un Entrenador normal. Una vez empezado el combate, solo se puede huir de los Pokémon salvajes.","Du siehst jede Begegnung, bevor sie beginnt: KÄMPFEN, vor einem wilden Pokémon FLIEHEN oder einem gewöhnlichen Trainer AUSWEICHEN. Ist der Kampf erst gestartet, kann man nur vor wilden Pokémon fliehen."
ui.help.explore4,"Knock a wild Pokémon out, then throw the catch die: reach its catch value (1–9) and it's yours; miss and it flees. A Poké Ball adds +1, a Great Ball +2, an Ultra Ball +3, and a Master Ball never misses.","Mets un Pokémon sauvage K.O., puis lance le dé de capture : atteins sa valeur de capture (1–9) et il est à toi ; rate et il s'enfuit. Une Poké Ball ajoute +1, une Super Ball +2, une Hyper Ball +3, et une Master Ball ne rate jamais.","Debilita a un Pokémon salvaje y lanza el dado de captura: alcanza su valor de captura (1-9) y será tuyo; falla y huirá. Una Poké Ball suma +1, una Super Ball +2, una Ultra Ball +3, y una Master Ball nunca falla.","Besiege ein wildes Pokémon und wirf dann den Fangwürfel: Erreiche seinen Fangwert (1–9) und es gehört dir; verfehle ihn und es flieht. Ein Pokéball zählt +1 dazu, ein Superball +2, ein Hyperball +3, und ein Meisterball verfehlt nie."
ui.help.explore5,"You can catch a species you don't have yet, or a stronger copy of one you do (it replaces yours). Your team holds 3; the rest wait in the Box. A legendary that flees comes back later.","Tu peux capturer une espèce que tu n'as pas encore, ou un exemplaire plus fort d'une espèce que tu as (il remplace le tien). Ton équipe compte 3 Pokémon ; les autres attendent dans la Boîte. Un légendaire qui s'enfuit revient plus tard.","Puedes capturar una especie que no tengas, o una copia más fuerte de una que ya tengas (reemplaza a la tuya). Tu equipo tiene 3; el resto espera en la Caja. Un legendario que huye vuelve más adelante.","Du kannst eine Art fangen, die du noch nicht hast, oder ein stärkeres Exemplar einer, die du hast (es ersetzt deines). Dein Team fasst 3; der Rest wartet in der Box. Ein geflohenes Legendäres kommt später wieder."
ui.help.explore6,"Now and then you find something on the ground: an item or some Pokédollars. Each area has its own finds, and a few can only be found once.","De temps en temps, tu trouves quelque chose par terre : un objet ou des Pokédollars. Chaque zone a ses propres trouvailles, et quelques-unes ne se trouvent qu'une fois.","De vez en cuando encuentras algo en el suelo: un objeto o algunos Pokédólares. Cada zona tiene sus propios hallazgos, y unos pocos solo se encuentran una vez.","Hin und wieder findest du etwas auf dem Boden: einen Gegenstand oder ein paar Pokédollar. Jedes Gebiet hat eigene Funde, und einige gibt es nur einmal."
ui.help.explore7,A Pokémon Center heals everyone and lets you change your team.,Un Centre Pokémon soigne tout le monde et te laisse changer d'équipe.,Un Centro Pokémon cura a todos y te deja cambiar de equipo.,Ein Pokémon-Center heilt alle und lässt dich dein Team ändern.
ui.help.explore8,Every new round opens with a Pokémon Center whenever you have someone to heal or swap. The round bar under the rounds counter shows how far into the round you are.,Chaque nouvelle manche s'ouvre par un Centre Pokémon dès que tu as quelqu'un à soigner ou à échanger. La barre sous le compteur de manches montre où tu en es dans la manche.,Cada ronda nueva empieza con un Centro Pokémon siempre que tengas a alguien que curar o cambiar. La barra bajo el contador de rondas muestra por dónde vas.,"Jede neue Runde beginnt mit einem Pokémon-Center, sobald du jemanden zu heilen oder zu tauschen hast. Der Balken unter dem Rundenzähler zeigt, wie weit du in der Runde bist."
ui.help.explore9,"Secret areas appear on the Map when you meet their conditions (catch enough Pokémon, or raise one high enough).","Les zones secrètes apparaissent sur la Carte quand tu remplis leurs conditions (capturer assez de Pokémon, ou en monter un assez haut).",Las zonas secretas aparecen en el Mapa cuando cumples sus condiciones (capturar suficientes Pokémon o subir uno bastante de nivel).,"Geheime Gebiete erscheinen auf der Karte, wenn du ihre Bedingungen erfüllst (genug Pokémon fangen oder eines hoch genug bringen)."
ui.help.explore10,The type badges at the top right of each area are its encounter types: build your team for them.,Les badges de type en haut à droite de chaque zone sont ses types de rencontre : compose ton équipe en conséquence.,Los distintivos de tipo arriba a la derecha de cada zona son sus tipos de encuentro: forma tu equipo pensando en ellos.,Die Typ-Abzeichen oben rechts an jedem Gebiet sind seine Begegnungstypen: Stelle dein Team danach auf.
ui.help.battle1,The faster Pokémon acts first.,Le Pokémon le plus rapide agit en premier.,El Pokémon más rápido actúa primero.,Das schnellere Pokémon handelt zuerst.
ui.help.battle2,"Your dice are thrown for you as your turn starts. Tap the dice you don't like and press REROLL. Each press uses one reroll, however many dice you picked, and your rerolls last the whole battle.","Tes dés sont lancés pour toi au début de ton tour. Touche les dés qui ne te plaisent pas et appuie sur RELANCER. Chaque appui consomme une relance, quel que soit le nombre de dés choisis, et tes relances durent tout le combat.","Tus dados se tiran solos al empezar tu turno. Toca los dados que no te gusten y pulsa RETIRAR. Cada pulsación gasta una tirada, sin importar cuántos dados elijas, y tus tiradas duran todo el combate.","Deine Würfel werden zu Beginn deiner Runde für dich geworfen. Tippe die Würfel an, die dir nicht gefallen, und drücke NEU WERFEN. Jeder Druck kostet einen Neuwurf, egal wie viele Würfel du gewählt hast, und deine Neuwürfe halten den ganzen Kampf."
ui.help.battle3,Press ATTACK when you're happy.,Appuie sur ATTAQUER quand ça te convient.,Pulsa ATACAR cuando estés satisfecho.,"Drücke ANGRIFF, wenn du zufrieden bist."
ui.help.battleBody,"You can use one item per turn, before or after rolling, and it doesn't end your turn. A frozen or paralyzed Pokémon loses its turn unless you cure it first (Ice Heal, Paralyze Heal). Switching costs your turn; switching after a faint is free. You can only RUN from wild Pokémon.","Tu peux utiliser un objet par tour, avant ou après le lancer, et cela ne met pas fin à ton tour. Un Pokémon gelé ou paralysé perd son tour, sauf si tu le soignes d'abord (Antigel, Anti-Para). Changer coûte ton tour ; changer après un K.O. est gratuit. On ne peut FUIR que les Pokémon sauvages.","Puedes usar un objeto por turno, antes o después de tirar, y no acaba tu turno. Un Pokémon congelado o paralizado pierde su turno salvo que lo cures antes (Antihielo, Antiparalizador). Cambiar cuesta tu turno; cambiar tras un debilitamiento es gratis. Solo puedes HUIR de los Pokémon salvajes.","Du kannst ein Item pro Runde einsetzen, vor oder nach dem Wurf, und es beendet deine Runde nicht. Ein eingefrorenes oder paralysiertes Pokémon verliert seine Runde, außer du heilst es zuerst (Eisheiler, Para-Heiler). Wechseln kostet deine Runde; nach einem K.O. ist der Wechsel frei. FLIEHEN kannst du nur vor wilden Pokémon."
ui.help.keyboard,"Keyboard: {k1}–{k6} pick dice, {r} reroll, {space} attack.","Clavier : {k1}–{k6} choisir les dés, {r} relancer, {space} attaquer.","Teclado: {k1}-{k6} elegir dados, {r} retirar, {space} atacar.","Tastatur: {k1}–{k6} Würfel wählen, {r} neu werfen, {space} angreifen."
ui.help.damageBody,"Add up your dice numbers (+ your upgrades) and your best combo. The whole attack then takes the most effective type among your dice against the foe: a Kabuto with water and rock dice hits a Pidgeotto as Rock, ×2. If none of your types can touch the foe, the attack does nothing. Levels give HP, not damage: upgrades are what make you hit harder.","Additionne les nombres de tes dés (+ tes améliorations) et ton meilleur combo. Toute l'attaque prend ensuite le type le plus efficace parmi tes dés contre l'adversaire : un Kabuto avec des dés eau et roche touche un Roucoups en Roche, ×2. Si aucun de tes types ne peut toucher l'adversaire, l'attaque ne fait rien. Les niveaux donnent des PV, pas des dégâts : ce sont les améliorations qui font frapper plus fort.","Suma los números de tus dados (+ tus mejoras) y tu mejor combo. Todo el ataque toma entonces el tipo más eficaz entre tus dados contra el rival: un Kabuto con dados de agua y roca golpea a un Pidgeotto como Roca, ×2. Si ninguno de tus tipos puede tocar al rival, el ataque no hace nada. Los niveles dan PS, no daño: son las mejoras las que hacen golpear más fuerte.","Addiere die Zahlen deiner Würfel (+ deine Upgrades) und deinen besten Combo. Der gesamte Angriff nimmt dann den wirksamsten Typ unter deinen Würfeln gegen den Gegner: Ein Kabuto mit Wasser- und Gesteinswürfeln trifft ein Tauboga als Gestein, ×2. Kann keiner deiner Typen den Gegner treffen, bewirkt der Angriff nichts. Level geben KP, keinen Schaden: Upgrades sind es, die härter treffen lassen."
ui.help.baseLabel,Base,Base,Base,Basis
ui.help.baseBody,White Base dice have no type of their own (they follow the attack's type) and can't be upgraded. Coloured dice carry a type and have their own faces. The Pokédex shows each Pokémon's dice.,Les dés Base blancs n'ont pas de type propre (ils suivent le type de l'attaque) et ne peuvent pas être améliorés. Les dés colorés portent un type et ont leurs propres faces. Le Pokédex montre les dés de chaque Pokémon.,Los dados Base blancos no tienen tipo propio (siguen el tipo del ataque) y no se pueden mejorar. Los dados de color llevan un tipo y tienen sus propias caras. La Pokédex muestra los dados de cada Pokémon.,Weiße Basis-Würfel haben keinen eigenen Typ (sie folgen dem Typ des Angriffs) und lassen sich nicht upgraden. Farbige Würfel tragen einen Typ und haben eigene Seiten. Der Pokédex zeigt die Würfel jedes Pokémon.
ui.help.combosBody,Only the single most damaging combo in a roll pays.,Seul le combo le plus destructeur d'un lancer rapporte.,Solo paga el combo más dañino de una tirada.,Nur der schadensträchtigste Combo eines Wurfs zählt.
ui.help.comboCol,Combo,Combo,Combo,Combo
ui.help.exampleCol,Example,Exemple,Ejemplo,Beispiel
ui.help.bonusCol,Bonus at Lv.1,Bonus au N.1,Bonus al Nv.1,Bonus auf Lv.1
ui.help.showFullChart,Show the full type chart,Afficher la table des types complète,Mostrar la tabla de tipos completa,Die vollständige Typentabelle anzeigen
ui.help.grow1,"The Pokémon that lands the K.O. gets XP. Levels raise HP; some levels add a die or a reroll, and many Pokémon evolve.","Le Pokémon qui met K.O. gagne de l'XP. Les niveaux augmentent les PV ; certains ajoutent un dé ou une relance, et beaucoup de Pokémon évoluent.","El Pokémon que debilita al rival gana EXP. Los niveles suben los PS; algunos añaden un dado o una tirada, y muchos Pokémon evolucionan.","Das Pokémon, das den K.O. setzt, bekommt EP. Level erhöhen die KP; manche fügen einen Würfel oder einen Neuwurf hinzu, und viele Pokémon entwickeln sich."
ui.help.grow2,Multi EXP (Settings): team members who didn't fight still get {share}.,Multi EXP (Réglages) : les membres de l'équipe qui n'ont pas combattu reçoivent quand même {share}.,Multi EXP (Ajustes): los miembros del equipo que no combatieron reciben igualmente {share}.,"Multi-EP (Einstellungen): Teammitglieder, die nicht gekämpft haben, bekommen trotzdem {share}."
ui.help.grow3,"Trainers pay Pokédollars (₽). Gym Leaders, the Elite Four and the Champion pay ×{multiplier}.","Les Dresseurs paient en Pokédollars (₽). Les Champions d'Arène, le Conseil 4 et le Maître paient ×{multiplier}.","Los Entrenadores pagan Pokédólares (₽). Los Líderes de Gimnasio, el Alto Mando y el Campeón pagan ×{multiplier}.","Trainer zahlen Pokédollar (₽). Arenaleiter, die Top Vier und der Champ zahlen ×{multiplier}."
ui.help.grow4,"Spend them on Upgrades (every Pokémon benefits) and at the Poké Mart, whose stock grows with your badges.","Dépense-les en Améliorations (tous tes Pokémon en profitent) et au Poké Market, dont le stock grandit avec tes badges.","Gástalos en Mejoras (todos tus Pokémon se benefician) y en la Tienda Poké, cuyo surtido crece con tus medallas.","Gib sie für Upgrades aus (jedes Pokémon profitiert) und im Pokémon-Markt, dessen Sortiment mit deinen Orden wächst."
ui.help.grow5,HP carries over between fights and doesn't come back by itself: heal at a Pokémon Center or with items.,Les PV se conservent d'un combat à l'autre et ne reviennent pas tout seuls : soigne-toi au Centre Pokémon ou avec des objets.,Los PS se mantienen entre combates y no se recuperan solos: cúrate en un Centro Pokémon o con objetos.,KP werden von Kampf zu Kampf übernommen und kehren nicht von selbst zurück: Heile im Pokémon-Center oder mit Items.
ui.help.grow6,"If your whole team faints, the round is lost: it won't count, and a new, freshly shuffled round starts (rounds you had already finished stay finished). Your team is healed, and you keep your Pokédollars, items and your Pokémon's levels.","Si toute ton équipe tombe K.O., la manche est perdue : elle ne compte pas, et une nouvelle manche fraîchement mélangée commence (les manches déjà terminées le restent). Ton équipe est soignée, et tu gardes tes Pokédollars, tes objets et les niveaux de tes Pokémon.","Si todo tu equipo se debilita, la ronda se pierde: no cuenta y empieza una ronda nueva recién barajada (las rondas ya completadas siguen completadas). Tu equipo se cura y conservas tus Pokédólares, objetos y los niveles de tus Pokémon.","Wird dein ganzes Team besiegt, ist die Runde verloren: Sie zählt nicht, und eine neue, frisch gemischte Runde beginnt (bereits geschaffte Runden bleiben geschafft). Dein Team wird geheilt, und du behältst Pokédollar, Items und die Level deiner Pokémon."
ui.dex.locked,Locked,Verrouillé,Bloqueado,Gesperrt
ui.dex.aSecretArea,A secret area,Une zone secrète,Una zona secreta,Ein geheimes Gebiet
ui.dex.scaling,levels scale to your team,les niveaux suivent ton équipe,los niveles se ajustan a tu equipo,die Level passen sich deinem Team an
ui.dex.legendarySpot,Legendary · {levels},Légendaire · {levels},Legendario · {levels},Legendär · {levels}
ui.dex.wildSpot,{levels} · {rarity},{levels} · {rarity},{levels} · {rarity},{levels} · {rarity}
ui.dex.common,common,commun,común,häufig
ui.dex.uncommon,uncommon,peu commun,poco común,selten
ui.dex.rare,rare,rare,raro,sehr selten
ui.dex.lockedSuffix, · locked, · verrouillée, · bloqueada, · gesperrt
ui.dex.youAreHere,you are here,tu es ici,estás aquí,du bist hier
ui.dex.goThere,GO THERE,S'Y RENDRE,IR ALLÍ,DORTHIN
ui.dex.notCaught,Not caught yet.,Pas encore capturé.,Aún no capturado.,Noch nicht gefangen.
ui.dex.whereToFindHeading,Where to find it,Où le trouver,Dónde encontrarlo,Wo es zu finden ist
ui.dex.evolvesFromItem,Evolves from {name} with a {how},Évolue de {name} avec {how},Evoluciona de {name} con {how},Entwickelt sich aus {name} mit {how}
ui.dex.evolvesFromLevel,Evolves from {name} at {how},Évolue de {name} au {how},Evoluciona de {name} al {how},Entwickelt sich aus {name} auf {how}
ui.dex.notSpotted,Nobody has spotted it in the wild yet…,Personne ne l'a encore repéré à l'état sauvage…,Nadie lo ha avistado todavía en libertad…,Noch niemand hat es in freier Wildbahn gesichtet …
ui.dex.exploringHint,You're exploring {area}: leave it (MAP) to travel somewhere else.,Tu explores {area} : quitte la zone (CARTE) pour aller ailleurs.,Estás explorando {area}: sal de la zona (MAPA) para viajar a otro sitio.,"Du erkundest {area}: Verlasse es (KARTE), um woanders hinzureisen."
ui.sync.pokedex,Pokédex,Pokédex,Pokédex,Pokédex
ui.sync.badges,Badges,Badges,Medallas,Orden
ui.sync.areasCleared,Areas cleared,Zones terminées,Zonas completadas,Abgeschlossene Gebiete
ui.sync.lastPlayed,Last played,Dernière partie,Última partida,Zuletzt gespielt
ui.sync.moreProgress,More progress,Plus d'avancée,Más progreso,Mehr Fortschritt
ui.sync.keepThis,KEEP THIS ONE,GARDER CELLE-CI,QUEDARME CON ESTA,DIESEN BEHALTEN
ui.sync.title,Two saves found,Deux sauvegardes trouvées,Se han encontrado dos partidas,Zwei Spielstände gefunden
ui.sync.body,"This device and your cloud backup don't match, and the most recently played one has less progress. Pick the save to keep — the other stays as a backup on this device (Settings → Save backups).","Cet appareil et ta sauvegarde en ligne ne correspondent pas, et la plus récemment jouée a moins d'avancée. Choisis celle à garder — l'autre reste en secours sur cet appareil (Réglages → Sauvegardes de secours).","Este dispositivo y tu copia en la nube no coinciden, y la jugada más recientemente tiene menos progreso. Elige la partida que quieres conservar: la otra queda como copia en este dispositivo (Ajustes → Copias de seguridad).","Dieses Gerät und dein Cloud-Backup stimmen nicht überein, und der zuletzt gespielte hat weniger Fortschritt. Wähle den Spielstand, den du behältst — der andere bleibt als Sicherung auf diesem Gerät (Einstellungen → Spielstand-Sicherungen)."
ui.sync.thisDevice,This device,Cet appareil,Este dispositivo,Dieses Gerät
ui.sync.cloudBackup,Cloud backup,Sauvegarde en ligne,Copia en la nube,Cloud-Backup
ui.sync.replacedByCloud,"This device's save, replaced by the newer cloud save","La sauvegarde de cet appareil, remplacée par la sauvegarde en ligne plus récente","La partida de este dispositivo, reemplazada por la partida más reciente de la nube","Der Spielstand dieses Geräts, ersetzt durch den neueren Cloud-Spielstand"
ui.sync.replacedByLocal,"Cloud save, replaced by this device's newer save","La sauvegarde en ligne, remplacée par celle, plus récente, de cet appareil","La partida de la nube, reemplazada por la partida más reciente de este dispositivo","Der Cloud-Spielstand, ersetzt durch den neueren Spielstand dieses Geräts"
ui.sync.localPicked,"This device's save, replaced by the cloud save you picked","La sauvegarde de cet appareil, remplacée par la sauvegarde en ligne que tu as choisie","La partida de este dispositivo, reemplazada por la partida de la nube que elegiste","Der Spielstand dieses Geräts, ersetzt durch den von dir gewählten Cloud-Spielstand"
ui.sync.cloudPicked,"Cloud save, replaced by this device's save you picked","La sauvegarde en ligne, remplacée par celle de cet appareil que tu as choisie","La partida de la nube, reemplazada por la partida de este dispositivo que elegiste","Der Cloud-Spielstand, ersetzt durch den von dir gewählten Spielstand dieses Geräts"
ui.error.title,Something broke.,Quelque chose a cassé.,Algo se ha roto.,Etwas ist kaputtgegangen.
ui.error.body,Your progress is stored in this browser. Copy it somewhere safe before trying anything else.,Ta progression est stockée dans ce navigateur. Copie-la en lieu sûr avant d'essayer autre chose.,Tu progreso está guardado en este navegador. Cópialo en un lugar seguro antes de intentar nada más.,"Dein Fortschritt liegt in diesem Browser. Kopiere ihn an einen sicheren Ort, bevor du etwas anderes versuchst."
ui.error.copySave,Copy save to clipboard,Copier la sauvegarde dans le presse-papiers,Copiar la partida al portapapeles,Spielstand in die Zwischenablage kopieren
ui.error.reload,Reload,Recharger,Recargar,Neu laden
ui.error.titleScreen,Title screen,Écran-titre,Pantalla de título,Titelbildschirm
ui.error.copied,Save copied.,Sauvegarde copiée.,Partida copiada.,Spielstand kopiert.
ui.areaTypes.label,Encounter types,Types de rencontre,Tipos de encuentro,Begegnungstypen
ui.areaTypes.share,{pct} % of foes,{pct} % des adversaires,{pct} % de los rivales,{pct} % der Gegner
ui.search.noMatch,No match,Aucun résultat,Sin resultados,Kein Treffer
ui.sheet.backStack,◀ Back,◀ Retour,◀ Atrás,◀ Zurück
ui.evolution.label,Evolution,Évolution,Evolución,Entwicklung
ui.evolution.next,NEXT,SUIVANT,SIGUIENTE,WEITER
ui.evolution.skip,SKIP ▸▸,PASSER ▸▸,OMITIR ▸▸,ÜBERSPRINGEN ▸▸
ui.rounds.label,ROUNDS,MANCHES,RONDAS,RUNDEN
ui.rounds.allDone,All {n} rounds done,Les {n} manches sont faites,Las {n} rondas completadas,Alle {n} Runden geschafft
ui.rounds.progress,{done} of {need} rounds done,{done} manches sur {need},{done} de {need} rondas completadas,{done} von {need} Runden geschafft
ui.tutorial.dayCareTitle,The Day Care is open!,La Pension est ouverte !,¡La Guardería está abierta!,Die Pension ist offen!
ui.tutorial.dayCareBody,"{count} species in your Pokédex — well done! The Pokémon Day Care will now look after your Pokémon: leave one there and it trains on its own, even while you're away. And the couple has a free Egg waiting for you. Go and see them!","{count} espèces dans ton Pokédex — bravo ! La Pension Pokémon va maintenant s'occuper de tes Pokémon : laisses-en un là-bas et il s'entraîne tout seul, même hors du jeu. Et le couple t'a réservé un Œuf gratuit. Va les voir !","¡{count} especies en tu Pokédex, bien hecho! La Guardería Pokémon cuidará ahora de tus Pokémon: deja uno allí y entrenará solo, incluso mientras no juegas. Y la pareja te guarda un Huevo gratis. ¡Ve a verlos!","{count} Arten in deinem Pokédex — gut gemacht! Die Pokémon-Pension kümmert sich ab jetzt um deine Pokémon: Lass eines dort und es trainiert von selbst, auch während du weg bist. Und das Paar hat ein kostenloses Ei für dich. Schau vorbei!"
ui.tutorial.goToDayCare,GO TO THE DAY CARE,ALLER À LA PENSION,IR A LA GUARDERÍA,ZUR PENSION
ui.tutorial.boardTitle,The leaderboard,Le classement,La clasificación,Die Bestenliste
ui.tutorial.boardBody,"Trainers all over the world are on the same journey as you! The leaderboard ranks them by their best Pokémon level, how far they got, and their Pokédex. Open it any time with the trophy button at the top. Connect with Google to take your place on it!","Des Dresseurs du monde entier vivent le même voyage que toi ! Le classement les range selon le niveau de leur meilleur Pokémon, leur avancée et leur Pokédex. Ouvre-le quand tu veux avec le bouton trophée en haut. Connecte-toi avec Google pour y prendre ta place !","¡Entrenadores de todo el mundo están en el mismo viaje que tú! La clasificación los ordena por el nivel de su mejor Pokémon, lo lejos que han llegado y su Pokédex. Ábrela cuando quieras con el botón del trofeo de arriba. ¡Conéctate con Google para ocupar tu sitio en ella!","Trainer auf der ganzen Welt sind auf derselben Reise wie du! Die Bestenliste ordnet sie nach dem Level ihres besten Pokémon, wie weit sie gekommen sind und ihrem Pokédex. Öffne sie jederzeit mit der Pokal-Schaltfläche oben. Melde dich mit Google an, um deinen Platz einzunehmen!"
ui.tutorial.seeBoard,SEE THE LEADERBOARD,VOIR LE CLASSEMENT,VER LA CLASIFICACIÓN,ZUR BESTENLISTE
ui.account.connect,CONNECT,SE CONNECTER,CONECTAR,VERBINDEN
ui.account.connectLabel,Connect with Google to back up your save,Se connecter avec Google pour sauvegarder ta partie,Conectar con Google para guardar tu partida,"Mit Google verbinden, um deinen Spielstand zu sichern"
ui.account.connected,CONNECTED,CONNECTÉ,CONECTADO,VERBUNDEN
ui.account.connectedLabel,Connected as {who} — tap to disconnect,Connecté en tant que {who} — touche pour te déconnecter,Conectado como {who}: toca para desconectar,Verbunden als {who} — zum Trennen tippen
ui.account.disconnect,DISCONNECT,SE DÉCONNECTER,DESCONECTAR,TRENNEN
ui.account.disconnectTitle,Disconnect?,Se déconnecter ?,¿Desconectar?,Trennen?
ui.account.disconnectBody,Your save stays in this browser{who}. You can connect again at any time.,Ta sauvegarde reste dans ce navigateur{who}. Tu peux te reconnecter quand tu veux.,Tu partida se queda en este navegador{who}. Puedes volver a conectarte cuando quieras.,Dein Spielstand bleibt in diesem Browser{who}. Du kannst dich jederzeit wieder verbinden.
ui.account.backedUpAs,", and the cloud copy made as {who} is kept",", et la copie en ligne faite avec {who} est conservée",", y se conserva la copia en la nube hecha como {who}",", und die als {who} erstellte Cloud-Kopie bleibt erhalten"
ui.profile.title,Trainer card,Carte de Dresseur,Tarjeta de Entrenador,Trainerkarte
ui.profile.menuLabel,Your trainer menu,Ton menu de Dresseur,Tu menú de Entrenador,Dein Trainer-Menü
ui.profile.guide,How to play,Comment jouer,Cómo jugar,Spielanleitung
ui.profile.badgeCase,Badge case,Boîte à badges,Estuche de medallas,Ordensetui
ui.profile.badgeLocked,{badge} — not earned yet,{badge} — pas encore gagné,{badge}: aún no conseguida,{badge} — noch nicht verdient
ui.profile.crownHint,The crown is for clearing the region's last area.,La couronne récompense la dernière zone de la région.,La corona es por completar la última zona de la región.,Die Krone gibt es für das letzte Gebiet der Region.
ui.toast.tooPoor,Not enough Pokédollars,Pas assez de Pokédollars,No tienes suficientes Pokédólares,Nicht genug Pokédollar
ui.toast.noEffect,It won't have any effect.,Ça n'aurait aucun effet.,No tendría ningún efecto.,Das hätte keine Wirkung.
ui.toast.grewTo,{name} grew to Lv.{level}!,{name} passe au N.{level} !,¡{name} sube al Nv.{level}!,{name} ist auf Lv.{level} gestiegen!
ui.toast.dayCareFull,The Day Care is full,La Pension est pleine,La Guardería está llena,Die Pension ist voll
ui.toast.keepOne,Keep at least one Pokémon in your team,Garde au moins un Pokémon dans ton équipe,Conserva al menos un Pokémon en tu equipo,Behalte mindestens ein Pokémon im Team
ui.toast.notWithYou,That Pokémon is not with you,Ce Pokémon n'est pas avec toi,Ese Pokémon no está contigo,Dieses Pokémon ist nicht bei dir
ui.toast.stillReviving,It is still being revived,Il est encore en train de revivre,Todavía está reviviendo,Es wird noch wiederbelebt
